Seller_Name,Retailer_Code,Retailer_Name,Latitude,Longitude,Visit Frequency,Service Time
Seller_6,431TCRAA02827,3110 - N.Raju Renukambha Wines,12.9709,77.5231,1,20
Seller_6,431TCRPR62063,1913 - P. Krishnappa Laxmi Bar,12.9710,77.5574,1,20
Seller_6,431TCRBB02712,2748 - Somashekar Maruti Wine Depot,12.9711,77.5735,2,20
Seller_6,431TCRPR62109,41520 - R.Hemachandra,12.9712,77.5466,2,20
Seller_6,431TCOPR04170,1542 - K.P.Ratna Panchalingeshwara Bar,12.9712,77.6585,2,20
Seller_6,431TCRPR62411,3007 - Prema,12.9713,77.5250,2,20
Seller_6,431TCRAA02836,2855 - T.Govinda Madhusri Wines,12.9713,77.5267,2,20
Seller_6,431TCRBB02682,2813 - P.Nirmala Anuraga Wines,12.9714,77.6069,1,20
Seller_6,431TCRKA61308,12642 - Director,12.9714,77.6473,1,20
Seller_6,431TCRBB02673,2074 - Rajamma Manjunatha Wines,12.9715,77.5495,1,20
Seller_6,431TCRAA02718,2585 - B.V.Nagesh Cyber Wines,12.9715,77.5977,8,20
Seller_6,431TCRBB02664,1991 - K.Venkateshaiah H.R.M Wines,12.9716,77.5544,1,20
Seller_6,431TCRPR62059,2179 - V.S.Laxman Kwality Bar-I,12.9719,77.5799,2,20
Seller_6,431TCRPR63938,12991 - C. Krishnegowda,12.9719,77.6808,8,20
Seller_6,431TCRAA00465,10285 - B.K.Bhgayalakshmi,12.9720,77.6491,8,20
Seller_6,431TCRPR62242,2957 - G.Madevaiah Harsha Bar,12.9721,77.5073,1,20
Seller_6,431TCRCC02663,2204 - M.Ramachandran Shakti Wines,12.9721,77.5604,1,20
Seller_6,431TCRAA00494,1830 - Sierra Pearson,12.9721,77.6426,8,20
Seller_6,431TCRAA02674,2812 - B.V.Jagadish,12.9722,77.6011,8,20
Seller_6,431TCRBB00430,1722 - K.Jayamma Happy Wines,12.9723,77.6271,1,20
Seller_6,431TCOPR04176,12084 - Sri.D.Ramesh Babu,12.9723,77.6499,8,20
Seller_6,431TCOPR04174,1811 - N.Srinivas Jai Sri Bar,12.9723,77.6513,8,20
Seller_6,431TCOPR04178,41220 - Smt.T.P.Beena,12.9723,77.6513,1,20
Seller_6,431TCOPR04180,41421 - J.Sunil,12.9723,77.6513,2,20
Seller_6,431TCRPR62263,5999 - M.R.Enterprises,12.9725,77.5387,2,20
Seller_6,431TCRAA00498,40075 - J.Ravikumar,12.9729,77.6360,8,20
Seller_6,431TCRPR63951,1660 - S.N.Subbareddy Dolphin Bar,12.9729,77.6781,8,20
Seller_6,431TCRPR62249,3018 - Geetha.B.Rai Parkview Bar,12.9730,77.5396,4,20
Seller_6,431TCRPR62089,1912 - K.Srinivasaiah Gurukrupa Bar,12.9730,77.5502,2,20
Seller_6,431TCRAA02691,3495 - Partner'S M/S. Prasanna Liquors,12.9731,77.5705,1,20
Seller_6,431TCRBB00593,654 - K. Rajanna,12.9731,77.6759,1,20
Seller_6,431TCRPR62113,41482 - G.Raghavendra,12.9734,77.5792,2,20
Seller_6,431TCRAB02841,3142 - Jayaram & Associates New Priya Wines,12.9735,77.5304,1,20
Seller_6,431TCRBB02695,1967 - M.C.Srinivasaiah Bell Wines,12.9735,77.5754,1,20
Seller_6,431TCRAA02692,1945 - Govindaiah,12.9735,77.5793,1,20
Seller_6,431TCRAA00500,40846 - S.A. Suresh,12.9735,77.6285,1,20
Seller_6,431TCRPR62395,2880 - Ravi Ranganatha Bar,12.9736,77.5151,2,20
Seller_6,431TCRPR62086,2007 - A. Uma,12.9737,77.5762,1,20
Seller_6,431TCRPR62088,1918 - Jayalaxmamma Popular Bar,12.9737,77.5764,2,20
Seller_6,431TCRPR62103,41144 - K.Venkatesh,12.9740,77.5492,1,20
Seller_6,431TCRPR62064,12610 - B.C.Gopal KrishnaManaging Partner,12.9740,77.5750,1,20
Seller_6,431TCRPR62060,1965 - K.B.Ramusa Bhavani Bar,12.9740,77.5751,2,20
Seller_6,431TCRPR62099,2177 - S.N.Umesh Mejestic Bar,12.9742,77.5746,2,20
Seller_6,431TCOPR02931,12330 - N.V.Chikkanna,12.9742,77.6273,2,20
Seller_6,431TCOPR02882,12464 - Smt.Vijayamma,12.9742,77.6273,1,20
Seller_6,431TCOPR02908,1273 - A.G.Suresh,12.9743,77.6273,2,20
Seller_6,431TCRPR62094,1914 - S.N.Umesh S.L.N.S Bar,12.9744,77.5485,2,20
Seller_6,431TCRBB02693,2164 - K.Shanthamma Rajus Wine Shop,12.9744,77.5704,1,20
Seller_6,431TCRBB00421,2526 - J.Jayamma,12.9744,77.6396,1,20
Seller_6,431TCRPR62387,41364 - N.Satishkumar,12.9746,77.5704,8,20
Seller_6,431TCRAA02704,3422 - M/D.Ksccfltd (Janata Bazar),12.9747,77.5773,2,20
Seller_6,431TCRPR62119,12806 - Director M/S. Hotel City Centaur Intl Pvt Ltd,12.9751,77.5705,1,20
Seller_6,431TCRPR62106,2794 - Mohan.M.Shetty M/S. Shaswathi E/P,12.9752,77.5789,8,20
Seller_6,431TCRPR63952,1847 - M.A.Mamatha Srinidhi Bar,12.9752,77.6663,8,20
Seller_6,431TCRBB00416,1791 - R.Shivashankar Balaji Wines,12.9754,77.6224,1,20
Seller_6,431TCRAA02863,3089 - Saraswathamma Jaimaruti Wines,12.9755,77.5347,1,20
Seller_6,431TCRPR62132,41336 - N.S.Keshavaprasad,12.9755,77.5567,1,20
Seller_6,431TCRPR62061,10386 - Status Bar & Restaurant,12.9755,77.5785,1,20
Seller_6,431TCRBB00585,1773 - R.Janakamma Keerthana Wines,12.9755,77.6672,8,20
Seller_6,431TCRBB02728,2701 - Managing Partner Masqcut Liquor Depot,12.9756,77.5749,1,20
Seller_6,431TCRPR62090,1923 - S.N.Umesh Cocktail Bar,12.9757,77.5583,2,20
Seller_6,431TCRBB02672,2045 - S.Srinivas Megha Wines,12.9757,77.5611,1,20
Seller_6,431TCRPR62382,2190 - M.Ramesh Srinivasa Bar,12.9757,77.5635,2,20
Seller_6,431TCRPR62431,3575 - Smt.Y.Ramadevi,12.9758,77.5526,1,20
Seller_6,431TCRPR62453,40172 - G.Narayanaswamy,12.9758,77.5598,1,20
Seller_6,431TCRKA61318,3507 - Director M/S.Crystal Network(P)Ltd,12.9758,77.6411,8,20
Seller_6,431TCRPR62124,2792 - C.T.Umesh Mg.Partner Greenhouse Bar,12.9759,77.5778,1,20
Seller_6,431TCRAA02709,2672 - T. Vasan Mg.Partner Highway Wines,12.9760,77.5776,4,20
Seller_6,431TCRPR62101,2621 - T. Manjula Thushar Bar,12.9761,77.5757,2,20
Seller_6,431TCRAA02833,41038 - T.Shankar,12.9762,77.5248,2,20
Seller_6,431TCRPR62074,2746 - Smt. K.K. Laxmidevi M/S. Soverign Hotels,12.9763,77.5785,1,20
Seller_6,431TCRPR62443,12822 - K.Purushotham,12.9764,77.5278,1,20
Seller_6,431TCRPR62388,2271 - A. Ashok (Nakshatra Bar & Restaurant),12.9765,77.5237,1,20
Seller_6,431TCRBB02852,3009 - K.K.Jayaramaiah Susheela Wines,12.9765,77.5314,1,20
Seller_6,431TCRPR62118,2793 - B.Anantaram Mg.Partner Vijayasamraj Bar,12.9765,77.5784,1,20
Seller_6,431TCRBB02829,3332 - Shri K.G.Nagaraj,12.9766,77.5219,1,20
Seller_6,431TCRKA61314,1648 - Vittal Kamath,12.9768,77.6405,1,20
Seller_6,431TCRBB02694,2167 - M.Thimmegowda Export Wine Merchants,12.9770,77.5708,1,20
Seller_6,431TCRPR62100,2623 - S.D.Shivaram Ganga Bar,12.9770,77.5760,1,20
Seller_6,431TCRPR62116,2780 - S.Narayana Srinidhi Bar,12.9770,77.5761,8,20
Seller_6,431TCRPR62096,694 - C.T.Gopalakrishna,12.9771,77.5761,2,20
Seller_6,431TCRPR62092,2795 - C.G.Padmashasthri Talk Of The Town Bar,12.9774,77.5773,1,20
Seller_6,431TCRPR62372,12752 - G Dayananda,12.9775,77.5749,8,20
Seller_6,431TCRPR62384,2800 - S.Gopal Karithk Bar,12.9776,77.5455,8,20
Seller_6,431TCRAA00504,2515 - Vijayasrani Blue Land Wine Stores,12.9776,77.6364,8,20
Seller_6,431TCRPR62408,2958 - H.R.Shashikala Adarsha Bar,12.9777,77.5163,2,20
Seller_6,431TCRPR62413,3025 - R.Deepak Babu,12.9777,77.5456,2,20
Seller_6,431TCRPR62456,41080 - Muralidhar,12.9779,77.5426,4,20
Seller_6,431TCRPR62406,2931 - C.N.Pushpavathi,12.9780,77.5426,1,20
Seller_6,431TCRPR62452,40119 - P.Vasantha,12.9780,77.5426,2,20
Seller_6,431TCRPR62066,651 - Leelavathi,12.9780,77.5753,1,20
Seller_6,431TCRAA00499,40699 - Managing Director:Drops Total Spirits P Ltd,12.9780,77.6365,8,20
Seller_6,431TCRPR62354,2638 - S.N.Umesh U T Bar,12.9781,77.5751,2,20
Seller_6,431TCRPR62356,2647 - Managing Director Santoshima Hotels,12.9781,77.5751,8,20
Seller_6,431TCRPR62359,2682 - G.Dayananda G.D. Bar,12.9781,77.5751,2,20
Seller_6,431TCRPR62363,2738 - Managing Partner M/S. Venkateshwara E/P,12.9781,77.5751,8,20
Seller_6,431TCRPR62379,41122 - S.Srinivasamurthy,12.9781,77.5751,8,20
Seller_6,431TCRPR62380,41194 - Mohan.R.Shetty,12.9781,77.5751,8,20
Seller_6,431TCRPR62353,2606 - T.Sureshkumar Skipper Bar,12.9781,77.5752,2,20
Seller_6,431TCRPR62361,2727 - G.Dayananda Rajini Bar,12.9781,77.5752,2,20
Seller_6,431TCRPR62362,2732 - Venkataramanaiah Navanidhi Bar,12.9781,77.5752,2,20
Seller_6,431TCRPR62366,3465 - Sri.Ramakrishnaiah,12.9781,77.5752,2,20
Seller_6,431TCRCB00432,1560 - L.Pothegowda,12.9783,77.6296,1,20
Seller_6,431TCRPR62429,3482 - M/S.Nanjundeswara Bar & Restaurant,12.9784,77.5428,1,20
Seller_6,431TCRCC00438,2756 - J.Jayamma Prince Wine Centre,12.9784,77.6295,1,20
Seller_6,431TCRBB00584,1771 - Kavitha Kavitha Wines,12.9785,77.6756,1,20
Seller_6,431TCRBB02729,2608 - K.Savitramma Suneetha Wines,12.9787,77.5742,1,20
Seller_6,431TCRAA02681,10863 - Manjunath. M G,12.9788,77.5750,2,20
Seller_6,431TCRKA61306,11821 - Genext Hardware & Parks Pvt Ltd,12.9788,77.7275,1,20
Seller_6,431TCRBB03545,1492 - Usharajanna Rajalaxmi Wines,12.9789,77.5300,1,20
Seller_6,431TCRAA03478,2351 - V.Ramakrishnaiah,12.9789,77.5300,2,20
Seller_6,431TCRBB03547,3414 - Sri.S.Lokesh,12.9789,77.5300,1,20
Seller_6,431TCRCC03548,10261 - G.Krishnappa,12.9789,77.5300,1,20
Seller_6,431TCRCC03550,11116 - Konfidence Retails Pvt Ltd,12.9789,77.5300,8,20
Seller_6,431TCRBB03527,10180 - N.M.Santhosh Kumar,12.9790,77.5299,8,20
Seller_7,431TCRBB03543,1482 - M.C.Narayana,12.9790,77.5300,1,20
Seller_7,431TCRAA03480,2451 - T.Govindaraju G.R.S Wines,12.9790,77.5300,1,20
Seller_7,431TCRBB03526,3005 - V.Srinivasamurthy,12.9790,77.5300,1,20
Seller_7,431TCRAA03490,11335 - K.G Manjula,12.9790,77.5300,2,20
Seller_7,431TCRCC03551,40049 - Sarovara Wines,12.9790,77.5300,1,20
Seller_7,431TCRBB03542,1412 - V.K.Krishnamurthy Tirumala Wines,12.9790,77.5301,1,20
Seller_7,431TCRBB03525,1475 - N.Deepak Manjunatha Wines,12.9790,77.5301,1,20
Seller_7,431TCRBB03534,40611 - Managing DirectorMsil,12.9790,77.5301,1,20
Seller_7,431TCRBB03536,41128 - Classic Synergy India Pvt Ltd,12.9790,77.5301,8,20
Seller_7,431TCRBB03514,10470 - R.Ganga,12.9790,77.5303,1,20
Seller_7,431TCRPR62418,3075 - M.Muniraju Royal Bar,12.9790,77.5404,1,20
Seller_7,431TCRPR62082,680 - C.Ramesh,12.9790,77.5748,1,20
Seller_7,431TCRAA02730,2653 - M.Thimmegowda Redknight Wines,12.9790,77.5750,1,20
Seller_7,431TCOPR02921,1745 - S.A.Puttaraju Mg.Partner M/S. Annapoorneshwari E/P,12.9790,77.6425,8,20
Seller_7,431TCRBB03540,1390 - R.Murali Nanjundeshwara Wines,12.9791,77.5299,8,20
Seller_7,431TCRAA03489,11080 - H.B.Lokesh,12.9791,77.5299,1,20
Seller_7,431TCRAA02706,2806 - B.V. Srinivas Kalyan Wines,12.9791,77.5771,1,20
Seller_7,431TCRBB03541,1394 - N.Raju Jayalaxmi Wines,12.9792,77.5301,1,20
Seller_7,431TCRBB03524,1423 - H.Bhatyappa Srinivasa Wines,12.9792,77.5302,1,20
Seller_7,431TCRPR62085,2788 - K.Savithramma Meenakshi Bar,12.9793,77.5750,1,20
Seller_7,431TCRPR63947,1657 - S.Srinivasa Reddy Bhagini Bar,12.9795,77.6950,8,20
Seller_7,431TCRCC03552,40736 - G.Ravi Kumar,12.9796,77.5303,1,20
Seller_7,431TCRBB02825,12381 - Mr.N.Raju,12.9797,77.5537,1,20
Seller_7,431TCRPR62219,674 - S.Nagaraj,12.9798,77.5021,1,20
Seller_7,431TCRAA02867,11238 - Jabararam Solanki,12.9798,77.5107,8,20
Seller_7,431TCRPR62427,3141 - K.M.Govindaiah Savitha Bar,12.9798,77.5385,2,20
Seller_7,431TCRBB02708,2509 - Vijayalaxmi Samrat Wines,12.9800,77.5748,1,20
Seller_7,431TCRPR62108,2798 - M. Srinivas Casino Bar,12.9802,77.5770,8,20
Seller_7,431TCRCC00482,12987 - Padmavathi,12.9808,77.6462,1,20
Seller_7,431TCRBB02820,2863 - B.K.Rajanna Mamatha Wines,12.9813,77.5644,1,20
Seller_7,431TCRBB00586,41106 - Smt.Rathna,12.9816,77.6569,1,20
Seller_7,431TCRBB02802,40622 - M.Hemalatha,12.9819,77.5650,2,20
Seller_7,431TCRPR62412,3008 - Srinivas Classic Bar,12.9820,77.5324,1,20
Seller_7,431TCRBB00429,1696 - S.R.Sukumar Rao Booze Barrel Wines,12.9821,77.6389,1,20
Seller_7,431TCRBB00431,1756 - M.Thimmananjaiah Mg.Partner M/S. Sura E/P,12.9825,77.6389,1,20
Seller_7,431TCRPR62417,3074 - Jayaram Maruti Bar,12.9828,77.5307,1,20
Seller_7,431TCRPR62426,3127 - M.Ravishankar Tirumala Bar,12.9829,77.5492,1,20
Seller_7,431TCRAA02811,3129 - Somashekar Swamy.S,12.9830,77.5541,1,20
Seller_7,431TCRBB00562,9808 - B.N.Basavaraju,12.9831,77.6802,1,20
Seller_7,431TCRAA00549,3171 - Shrimathi M.H.Padmavathi,12.9831,77.7338,2,20
Seller_7,431TCRPR62111,1968 - N.Gopal Amrut Bar,12.9833,77.5708,2,20
Seller_7,431TCRPR62137,2042 - R.Geethamani Manju Bar,12.9833,77.5708,2,20
Seller_7,431TCRPR62129,9814 - Varalakshmi.B.,12.9833,77.5708,1,20
Seller_7,431TCRBB04047,1731 - K.S.Raghukumar,12.9834,77.7684,1,20
Seller_7,431TCRPR62410,2987 - Sri.H.M.Puttaswamy Hoysala Hotel,12.9836,77.5492,1,20
Seller_7,431TCRBB04029,378 - G.Manjunath,12.9839,77.5312,1,20
Seller_7,431TCRBB04030,530 - K. Rajesh S/O M. Krishnappa,12.9839,77.5312,1,20
Seller_7,431TCRPR62442,12759 - G.Dayanand,12.9839,77.5488,8,20
Seller_7,431TCRBB00532,1539 - B.Rajanna Navaneetha Wines,12.9840,77.6140,1,20
Seller_7,431TCRCC00435,40093 - K.Ramakrishna,12.9840,77.6140,1,20
Seller_7,431TCRPR62414,3026 - H.Chikkaranganna Srinivasa Bar,12.9841,77.5282,1,20
Seller_7,431TCRPR62436,10736 - Sakaramashetty,12.9845,77.5476,4,20
Seller_7,431TCRPR62394,2879 - N.T.Anantha Sapthagiri Bar,12.9846,77.5104,2,20
Seller_7,431TCRPR62421,3079 - K.Shivaraju Manjusri Bar,12.9846,77.5109,2,20
Seller_7,431TCRAA02821,10333 - Thejesh S.U.,12.9846,77.5471,1,20
Seller_7,431TCRPR62392,2862 - K.M.Subadra S.V. Bar,12.9847,77.5537,1,20
Seller_7,431TCRAA02639,3320 - Chikkathimmaiah,12.9849,77.5722,1,20
Seller_7,431TCRPR62290,41021 - M.Kumar,12.9853,77.4844,1,20
Seller_7,431TCRPR63957,1841 - C.Ashok C.C. E/P,12.9854,77.6728,1,20
Seller_7,431TCRPR62419,3076 - K.T.Venkateshaiah Lavanya Bar,12.9855,77.5269,1,20
Seller_7,431TCRPR62447,14117 - Managing Director Msil,12.9855,77.5453,1,20
Seller_7,431TCRCC00445,1685 - H.S.Jagadeesh Gururaja Wines,12.9856,77.6087,1,20
Seller_7,431TCRBB02838,12003 - N.T.Balaraju Srinivasa Wines,12.9860,77.4778,1,20
Seller_7,431TCRAA02731,40177 - Managing DirectorMsil,12.9861,77.5793,1,20
Seller_7,431TCRPR63968,1627 - H.N.Aswath,12.9862,77.7674,2,20
Seller_7,431TCRPR62271,11005 - G.Padmavathi,12.9863,77.4893,1,20
Seller_7,431TCRBB02854,2989 - Shivaramaiah Trishul Wines,12.9864,77.5631,1,20
Seller_7,431TCOPR02984,12809 - M/S Srinidhi Enterprises,12.9865,77.4897,1,20
Seller_7,431TCRAA03482,2459 - T.C.Mahesh Sapthagiri Wines,12.9865,77.5372,1,20
Seller_7,431TCRBB02848,2900 - N.J.Babu Rashmi Liquors,12.9866,77.5682,1,20
Seller_7,431TCRPR62439,12509 - Mr.P.Krishna,12.9867,77.5795,1,20
Seller_7,431TCRAA03481,2457 - K.M.Govindaiaha,12.9869,77.5207,1,20
Seller_7,431TCRBB03607,41065 - S.Nagaraju,12.9870,77.4853,1,20
Seller_7,431TCRPR62446,14050 - K. Jagadish Shetty,12.9871,77.5601,4,20
Seller_7,431TCRPR62400,2908 - K.Purushotham Suprabatha Bar,12.9871,77.5680,1,20
Seller_7,431TCRPR62435,10653 - R.M.Jagadeesh Gowda,12.9872,77.5601,4,20
Seller_7,431TCRAA02726,40618 - M.Hemalatha,12.9872,77.5786,1,20
Seller_7,431TCRBB02870,40142 - K.Chandrashekar,12.9875,77.5150,1,20
Seller_7,431TCRPR62415,3028 - K.A.Mohan Eshwari Bar,12.9875,77.5680,1,20
Seller_7,431TCRPR62274,12029 - Smt.K.Geetha,12.9876,77.4746,1,20
Seller_7,431TCRPR62251,3068 - K.N.Shivaraju Chaitra Bar,12.9876,77.5045,1,20
Seller_7,431TCRAA02816,2923 - M.Kemparaju Venkateshwara Wines,12.9877,77.5497,2,20
Seller_7,431TCRPR62264,9806 - N.Anand,12.9878,77.4722,1,20
Seller_7,431TCRAA03479,2449 - G.Dayananda Santosh Wines,12.9880,77.5364,1,20
Seller_7,431TCRPR62246,2970 - B.B.Rajkumar Srinidhi Bar,12.9881,77.4754,1,20
Seller_7,431TCRBB02813,40501 - P.Shivakumar,12.9885,77.5470,1,20
Seller_7,431TCRBB02822,2924 - R.Satyanarayana Indira Wines,12.9886,77.5520,1,20
Seller_7,431TCRAA02801,10735 - Konfidence Retail Pvt Ltd,12.9886,77.5722,8,20
Seller_7,431TCRAA03484,2463 - G.Dayananda Babu Wines,12.9888,77.5431,1,20
Seller_7,431TCRBB00423,11219 - C.S. Vijayakumar,12.9888,77.5938,1,20
Seller_7,431TCRPR62449,40073 - Udaya Hegde,12.9889,77.5751,8,20
Seller_7,431TCRAA00506,2752 - M.N.Padmanabha Ruby Wines,12.9889,77.5938,8,20
Seller_7,431TCRBB00428,1566 - N.Murali Parvathi Wines,12.9889,77.5939,1,20
Seller_7,431TCRPR62420,3078 - T.M.Krishnamurthy Continental Bar,12.9891,77.5070,1,20
Seller_7,431TCRPR62460,41467 - R.Ravichandar,12.9891,77.5502,4,20
Seller_7,431TCRPR63936,12100 - Smt.Ratnamma,12.9891,77.6886,8,20
Seller_7,431TCRAA02832,40907 - Managing Director: Msil,12.9892,77.5068,1,20
Seller_7,431TCRPR63920,40702 - M.Raghavendra Reddy,12.9893,77.7124,8,20
Seller_7,431TCRAA03486,3467 - V.Krishnappa,12.9894,77.5455,1,20
Seller_7,431TCRAA02809,3159 - K.S.Raghavendra,12.9894,77.5742,8,20
Seller_7,431TCRPR62389,2834 - Ashok Hegde & Mohan.M.Shetty Mg.Prt,12.9898,77.5729,8,20
Seller_7,431TCRBB02815,41306 - S.Raghu,12.9899,77.5525,1,20
Seller_7,431TCRBB02839,2954 - Srinivas Srinivasa Wines,12.9900,77.5045,1,20
Seller_7,431TCRPR62404,2925 - Ravindra Rai Linnet Bar,12.9900,77.5728,1,20
Seller_7,431TCRPR62459,41447 - Vinayaka Enterprises,12.9900,77.5728,2,20
Seller_7,431TCRBA64998,9882 - Vasudeva Rao,12.9903,77.6884,1,20
Seller_7,431TCRPR62409,2974 - G.Mohankumar Radha Bar,12.9904,77.5638,1,20
Seller_7,431TCRBB00425,568 - S.N.Suresh,12.9906,77.6093,2,20
Seller_7,431TCRPR63932,1848 - S.Lokesh N.C.R Bar,12.9906,77.6876,8,20
Seller_7,431TCRAA03483,2461 - H. Manjappa Vidyasri Wines,12.9909,77.5253,1,20
Seller_7,431TCRPR62445,13753 - Muthaiah,12.9909,77.5578,2,20
Seller_7,431TCRBB00605,12258 - Smt.A Vijayalakshmi,12.9910,77.6880,1,20
Seller_7,431TCRAA00505,3539 - G.Satyanarayana,12.9911,77.6135,8,20
Seller_7,431TCRBB02844,3529 - Mr.B.L.Shivarudraiah,12.9912,77.5630,1,20
Seller_7,431TCRBB02846,12181 - G.Prema,12.9912,77.5630,1,20
Seller_7,431TCRPR62434,10506 - Seshamma,12.9912,77.5636,1,20
Seller_7,431TCRBB02851,12158 - Maruthi Wines,12.9913,77.5631,1,20
Seller_7,431TCRPR62401,2910 - M.Krishnappa Srinivasa Bar,12.9915,77.5679,1,20
Seller_7,431TCRBB00413,2544 - M.Gurappa Gajendra Wines,12.9915,77.6095,1,20
Seller_7,431TCRAA00554,41338 - R.Suresh Kumar,12.9915,77.7209,8,20
Seller_8,431TCRPR62441,12757 - G.Dayanand,12.9916,77.5638,2,20
Seller_8,431TCRBB00614,12747 - K.S. Lokesh,12.9916,77.7574,8,20
Seller_8,431TCRBB00591,12799 - K.Jayyamma,12.9916,77.7574,1,20
Seller_8,431TCRAA03485,3364 - Sri Chikka Boraiah,12.9917,77.5381,8,20
Seller_8,431TCRPR62462,41574 - C.T.Venkatappa,12.9918,77.5666,1,20
Seller_8,431TCRPR62402,2912 - G.Dayananda,12.9920,77.5605,1,20
Seller_8,431TCRPR63931,12654 - Sri Shivaraju,12.9921,77.7171,2,20
Seller_8,431TCRAA00547,1740 - H.V.Anoop Kumar,12.9921,77.7176,1,20
Seller_8,431TCOPR02986,2442 - Managing Partner Srinidhi E/P,12.9923,77.5786,8,20
Seller_8,431TCOPR02983,12761 - G.Dayanand,12.9923,77.5788,2,20
Seller_8,431TCOPR03114,2316 - Dasegowda,12.9924,77.4942,1,20
Seller_8,431TCRAA03488,10942 - Gayathri Devi,12.9927,77.5083,1,20
Seller_8,431TCRBB02817,12052 - B.B.Rajkumar,12.9927,77.5511,1,20
Seller_8,431TCRBB02823,2936 - G.Dayananda V Shoba Wines,12.9931,77.5457,1,20
Seller_8,431TCRPR62455,40806 - Benaka Enterprises,12.9932,77.5627,1,20
Seller_8,431TCRPR62398,2906 - T.Jagannathshetty Karavali Bar,12.9934,77.5714,8,20
Seller_8,431TCRPR63989,1840 - A.Laxminarayana Mohan Bar,12.9936,77.6728,8,20
Seller_8,431TCRPR63965,3382 - Sri.Srinivasaiah,12.9936,77.7030,8,20
Seller_8,431TCRBB00618,40400 - M. Govindhappa,12.9936,77.7665,1,20
Seller_8,431TCOPR03129,2237 - H.C.Ramanna Bhanushree Bar,12.9938,77.4901,2,20
Seller_8,431TCOPR03142,9817 - B.Jayamma,12.9938,77.4901,1,20
Seller_8,431TCOPR02977,1357 - Naveenchandra,12.9938,77.5437,2,20
Seller_8,431TCOPR02980,1473 - D.Shankarappa Venkateshwara Bar,12.9938,77.5437,2,20
Seller_8,431TCOPR02981,40430 - M.Parthiban,12.9938,77.5437,1,20
Seller_8,431TCRPR62403,2913 - Navarasa Enterprises,12.9938,77.5558,2,20
Seller_8,431TCRPR63943,10423 - S.A. Suresh,12.9938,77.7020,8,20
Seller_8,431TCRPR62432,4572 - M.P.Kanthamma,12.9939,77.5627,1,20
Seller_8,431TCRPR63939,1690 - S.A.Puttaraju Vijaya Garden Bar,12.9941,77.7004,2,20
Seller_8,431TCRBB00583,10442 - Bhagini Enterprises,12.9941,77.7671,8,20
Seller_8,431TCRPR62438,12332 - Mr.B.Y.Ramachandra,12.9942,77.5712,4,20
Seller_8,431TCRPR63941,1689 - K.Chandrakala Srinivasa Bar,12.9944,77.6997,1,20
Seller_8,431TCRPR63985,1708 - S.M.Rakesh Renuka Bar,12.9947,77.6660,1,20
Seller_8,431TCRBB00427,2733 - R.Nanjundegowda,12.9950,77.5519,1,20
Seller_8,431TCRAA00496,1588 - C.S.Chandrakanth C.S.R Wines,12.9950,77.5930,1,20
Seller_8,431TCRCC00485,41075 - A.Chandrashekar,12.9951,77.6291,1,20
Seller_8,431TCRAA00543,12816 - The Director : Classic Wine Mall Pvt. Ltd,12.9952,77.6970,8,20
Seller_8,431TCOPR04181,1809 - R.Sheela Mini Bar,12.9954,77.6433,2,20
Seller_8,431TCRAA00545,1835 - Smt.R.Mythri,12.9960,77.6840,1,20
Seller_8,431TCOPR03136,2229 - Mariyappa Akkayamma Bar,12.9965,77.4962,2,20
Seller_8,431TCOPR03134,2236 - T.S.Paramesh (Sunrise Bar),12.9965,77.4962,8,20
Seller_8,431TCOPR03133,2252 - S.K.Yogeshkumar,12.9965,77.4962,2,20
Seller_8,431TCOPR03079,2253 - G.Rajanna Prema Bar,12.9965,77.4962,2,20
Seller_8,431TCOPR03109,2255 - J.Mahadev L.N.S Bar,12.9965,77.4962,1,20
Seller_8,431TCOPR03078,2257 - Gowramma Danalaxmi Bar,12.9965,77.4962,1,20
Seller_8,431TCOPR03126,2259 - R.SunithaManaging Partner,12.9965,77.4962,2,20
Seller_8,431TCOPR03143,2264 - K.V.Venkataramaiah (Mallesh Bar),12.9965,77.4962,1,20
Seller_8,431TCOPR03127,2266 - M.N.Lakkanna (Kaveri Deluxe Bar),12.9965,77.4962,1,20
Seller_8,431TCOPR03128,2268 - B.C.Shivalingaiah (Shiva Bar),12.9965,77.4962,1,20
Seller_8,431TCOPR03110,2275 - K.Kempegowda (Ganga Bar),12.9965,77.4962,1,20
Seller_8,431TCOPR03122,2279 - N.Satish ( Avinash Bar),12.9965,77.4962,1,20
Seller_8,431TCOPR03108,2339 - Narayanappa Century Bar,12.9965,77.4962,1,20
Seller_8,431TCOPR03141,2354 - Gayathri Bai (Maruti Bar),12.9965,77.4962,1,20
Seller_8,431TCOPR03113,2361 - H.Ravikumar Mandhara Bar & Restaurant,12.9965,77.4962,1,20
Seller_8,431TCOPR03120,2368 - S.B.Anjinamma Muneshwara Bar,12.9965,77.4962,1,20
Seller_8,431TCOPR03137,2369 - The Managing PartnerM/S Crystal Bar,12.9965,77.4962,1,20
Seller_8,431TCOPR03119,2379 - Puttalaxmamma Swathi Bar,12.9965,77.4962,2,20
Seller_8,431TCOPR03139,2388 - V.Leela Kiran Bar,12.9965,77.4962,2,20
Seller_8,431TCOPR03131,2395 - The Managing Partner,12.9965,77.4962,2,20
Seller_8,431TCOPR03130,2400 - M.Krishnamurthy (Preethi Bar),12.9965,77.4962,2,20
Seller_8,431TCOPR03118,2401 - Thimmaiah(Ravi Bar),12.9965,77.4962,2,20
